,Unnamed: 0,Date,Stage,Team,Home Goals,Team Against,Against Goals,Result,Win Conditions,Host Team
23520,47041,2004-03-30,FIFA World Cup qualification,Argentina,1,Ecuador,0,Win,normal ending,True
23521,47042,2004-03-30,FIFA World Cup qualification,Ecuador,0,Argentina,1,Loss,normal ending,True
23526,47053,2004-03-31,Friendly,Germany,3,Belgium,0,Win,normal ending,True
23527,47054,2004-03-31,Friendly,Belgium,0,Germany,3,Loss,normal ending,True
23536,47073,2004-03-31,Friendly,Mexico,2,Costa Rica,0,Win,normal ending,False
23537,47074,2004-03-31,Friendly,Costa Rica,0,Mexico,2,Loss,normal ending,False
23540,47081,2004-03-31,Friendly,Netherlands,0,France,0,Draw,normal ending,True
23541,47082,2004-03-31,Friendly,France,0,Netherlands,0,Draw,normal ending,True
23544,47089,2004-03-31,Friendly,Poland,0,United States,1,Loss,normal ending,True
23545,47090,2004-03-31,Friendly,United States,1,Poland,0,Win,normal ending,True
23552,47105,2004-03-31,Friendly,Spain,2,Denmark,0,Win,normal ending,True
23553,47106,2004-03-31,Friendly,Denmark,0,Spain,2,Loss,normal ending,True
23584,47169,2004-04-28,Friendly,Morocco,0,Argentina,1,Loss,normal ending,True
23585,47170,2004-04-28,Friendly,Argentina,1,Morocco,0,Win,normal ending,True
23600,47201,2004-04-28,Friendly,United States,1,Mexico,0,Win,normal ending,True
23601,47202,2004-04-28,Friendly,Mexico,0,United States,1,Loss,normal ending,True
23602,47205,2004-05-20,Friendly,France,0,Brazil,0,Draw,normal ending,True
23603,47206,2004-05-20,Friendly,Brazil,0,France,0,Draw,normal ending,True
23622,47245,2004-05-29,Friendly,Netherlands,0,Belgium,1,Loss,normal ending,True
23623,47246,2004-05-29,Friendly,Belgium,1,Netherlands,0,Win,normal ending,True
23636,47273,2004-05-30,Friendly,Wales,1,Canada,0,Win,normal ending,True
23637,47274,2004-05-30,Friendly,Canada,0,Wales,1,Loss,normal ending,True
23642,47285,2004-06-01,Friendly,England,1,Japan,1,Draw,normal ending,True
23643,47286,2004-06-01,Friendly,Japan,1,England,1,Draw,normal ending,True
23650,47301,2004-06-02,FIFA World Cup qualification,Brazil,3,Argentina,1,Win,normal ending,True
23651,47302,2004-06-02,FIFA World Cup qualification,Argentina,1,Brazil,3,Loss,normal ending,True
23656,47313,2004-06-02,Friendly,Switzerland,0,Germany,2,Loss,normal ending,True
23657,47314,2004-06-02,Friendly,Germany,2,Switzerland,0,Win,normal ending,True
23666,47333,2004-06-05,Friendly,Denmark,1,Croatia,2,Loss,normal ending,True
23667,47334,2004-06-05,Friendly,Croatia,2,Denmark,1,Win,normal ending,True
23726,47453,2004-06-13,UEFA Euro,France,2,England,1,Win,normal ending,False
23727,47454,2004-06-13,UEFA Euro,England,1,France,2,Loss,normal ending,False
23728,47457,2004-06-13,UEFA Euro,Switzerland,0,Croatia,0,Draw,normal ending,False
23729,47458,2004-06-13,UEFA Euro,Croatia,0,Switzerland,0,Draw,normal ending,False
23736,47473,2004-06-15,UEFA Euro,Germany,1,Netherlands,1,Draw,normal ending,False
23737,47474,2004-06-15,UEFA Euro,Netherlands,1,Germany,1,Draw,normal ending,False
23744,47489,2004-06-17,UEFA Euro,Croatia,2,France,2,Draw,normal ending,False
23745,47490,2004-06-17,UEFA Euro,France,2,Croatia,2,Draw,normal ending,False
23746,47493,2004-06-17,UEFA Euro,England,3,Switzerland,0,Win,normal ending,False
23747,47494,2004-06-17,UEFA Euro,Switzerland,0,England,3,Loss,normal ending,False
23768,47537,2004-06-20,UEFA Euro,Portugal,1,Spain,0,Win,normal ending,True
23769,47538,2004-06-20,UEFA Euro,Spain,0,Portugal,1,Loss,normal ending,True
23772,47545,2004-06-21,UEFA Euro,Croatia,2,England,4,Loss,normal ending,False
23773,47546,2004-06-21,UEFA Euro,England,4,Croatia,2,Win,normal ending,False
23776,47553,2004-06-21,UEFA Euro,Switzerland,1,France,3,Loss,normal ending,False
23777,47554,2004-06-21,UEFA Euro,France,3,Switzerland,1,Win,normal ending,False
23786,47573,2004-06-24,UEFA Euro,Portugal,2,England,2,Loss,penalties,True
23787,47574,2004-06-24,UEFA Euro,England,2,Portugal,2,Loss,penalties,True
23802,47605,2004-06-30,UEFA Euro,Portugal,2,Netherlands,1,Win,normal ending,True
23803,47606,2004-06-30,UEFA Euro,Netherlands,1,Portugal,2,Loss,normal ending,True
23814,47629,2004-07-07,Copa America,Argentina,6,Ecuador,1,Win,normal ending,False
23815,47630,2004-07-07,Copa America,Ecuador,1,Argentina,6,Loss,normal ending,False
23816,47633,2004-07-07,Copa America,Mexico,2,Uruguay,2,Draw,normal ending,False
23817,47634,2004-07-07,Copa America,Uruguay,2,Mexico,2,Draw,normal ending,False
23824,47649,2004-07-10,Copa America,Argentina,0,Mexico,1,Loss,normal ending,False
23825,47650,2004-07-10,Copa America,Mexico,1,Argentina,0,Win,normal ending,False
23828,47657,2004-07-10,Copa America,Uruguay,2,Ecuador,1,Win,normal ending,False
23829,47658,2004-07-10,Copa America,Ecuador,1,Uruguay,2,Loss,normal ending,False
23830,47661,2004-07-11,Copa America,Brazil,4,Costa Rica,1,Win,normal ending,False
23831,47662,2004-07-11,Copa America,Costa Rica,1,Brazil,4,Loss,normal ending,False
23834,47669,2004-07-11,Friendly,United States,1,Poland,1,Draw,normal ending,True
23835,47670,2004-07-11,Friendly,Poland,1,United States,1,Draw,normal ending,True
23836,47673,2004-07-13,Copa America,Argentina,4,Uruguay,2,Win,normal ending,False
23837,47674,2004-07-13,Copa America,Uruguay,2,Argentina,4,Loss,normal ending,False
23838,47677,2004-07-13,Kirin Cup,Japan,1,Serbia,0,Win,normal ending,True
23839,47678,2004-07-13,Kirin Cup,Serbia,0,Japan,1,Loss,normal ending,True
23840,47681,2004-07-13,Copa America,Mexico,2,Ecuador,1,Win,normal ending,False
23841,47682,2004-07-13,Copa America,Ecuador,1,Mexico,2,Loss,normal ending,False
23852,47705,2004-07-18,Copa America,Mexico,0,Brazil,4,Loss,normal ending,False
23853,47706,2004-07-18,Copa America,Brazil,4,Mexico,0,Win,normal ending,False
23870,47741,2004-07-21,Copa America,Uruguay,1,Brazil,1,Loss,penalties,False
23871,47742,2004-07-21,Copa America,Brazil,1,Uruguay,1,Win,penalties,False
23882,47765,2004-07-25,Copa America,Argentina,2,Brazil,2,Loss,penalties,False
23883,47766,2004-07-25,Copa America,Brazil,2,Argentina,2,Win,penalties,False
23890,47781,2004-07-28,AFC Asian Cup,Japan,0,Iran,0,Draw,normal ending,False
23891,47782,2004-07-28,AFC Asian Cup,Iran,0,Japan,0,Draw,normal ending,False
23894,47789,2004-07-31,AFC Asian Cup,South Korea,3,Iran,4,Loss,normal ending,False
23895,47790,2004-07-31,AFC Asian Cup,Iran,4,South Korea,3,Win,normal ending,False
23920,47841,2004-08-18,Friendly,Japan,1,Argentina,2,Loss,normal ending,True
23921,47842,2004-08-18,Friendly,Argentina,2,Japan,1,Win,normal ending,True
23926,47853,2004-08-18,Friendly,Poland,1,Denmark,5,Loss,normal ending,True
23927,47854,2004-08-18,Friendly,Denmark,5,Poland,1,Win,normal ending,True
23962,47925,2004-09-04,FIFA World Cup qualification,Morocco,1,Tunisia,1,Draw,normal ending,True
23963,47926,2004-09-04,FIFA World Cup qualification,Tunisia,1,Morocco,1,Draw,normal ending,True
23984,47969,2004-09-05,FIFA World Cup qualification,Uruguay,1,Ecuador,0,Win,normal ending,True
23985,47970,2004-09-05,FIFA World Cup qualification,Ecuador,0,Uruguay,1,Loss,normal ending,True
23988,47977,2004-09-08,FIFA World Cup qualification,Costa Rica,1,Canada,0,Win,normal ending,True
23989,47978,2004-09-08,FIFA World Cup qualification,Canada,0,Costa Rica,1,Loss,normal ending,True
23992,47985,2004-09-08,Friendly,Germany,1,Brazil,1,Draw,normal ending,True
23993,47986,2004-09-08,Friendly,Brazil,1,Germany,1,Draw,normal ending,True
24004,48009,2004-09-08,FIFA World Cup qualification,Poland,1,England,2,Loss,normal ending,True
24005,48010,2004-09-08,FIFA World Cup qualification,England,2,Poland,1,Win,normal ending,True
24026,48053,2004-10-09,FIFA World Cup qualification,Argentina,4,Uruguay,2,Win,normal ending,True
24027,48054,2004-10-09,FIFA World Cup qualification,Uruguay,2,Argentina,4,Loss,normal ending,True
24038,48077,2004-10-09,FIFA World Cup qualification,England,2,Wales,0,Win,normal ending,True
24039,48078,2004-10-09,FIFA World Cup qualification,Wales,0,England,2,Loss,normal ending,True
24044,48089,2004-10-09,Friendly,Iran,0,Germany,2,Loss,normal ending,True
24045,48090,2004-10-09,Friendly,Germany,2,Iran,0,Win,normal ending,True
24056,48113,2004-10-09,FIFA World Cup qualification,Spain,2,Belgium,0,Win,normal ending,True
24057,48114,2004-10-09,FIFA World Cup qualification,Belgium,0,Spain,2,Loss,normal ending,True
24080,48161,2004-10-13,FIFA World Cup qualification,Canada,1,Costa Rica,3,Loss,normal ending,True
24081,48162,2004-10-13,FIFA World Cup qualification,Costa Rica,3,Canada,1,Win,normal ending,True
24100,48201,2004-10-13,FIFA World Cup qualification,Qatar,2,Iran,3,Loss,normal ending,True
24101,48202,2004-10-13,FIFA World Cup qualification,Iran,3,Qatar,2,Win,normal ending,True
24106,48213,2004-10-13,FIFA World Cup qualification,Wales,2,Poland,3,Loss,normal ending,True
24107,48214,2004-10-13,FIFA World Cup qualification,Poland,3,Wales,2,Win,normal ending,True
24114,48229,2004-10-27,Friendly,Mexico,2,Ecuador,1,Win,normal ending,False
24115,48230,2004-10-27,Friendly,Ecuador,1,Mexico,2,Loss,normal ending,False
24130,48261,2004-11-17,FIFA World Cup qualification,Belgium,0,Serbia,2,Loss,normal ending,True
24131,48262,2004-11-17,FIFA World Cup qualification,Serbia,2,Belgium,0,Win,normal ending,True
24132,48265,2004-11-17,FIFA World Cup qualification,Ecuador,1,Brazil,0,Win,normal ending,True
24133,48266,2004-11-17,FIFA World Cup qualification,Brazil,0,Ecuador,1,Loss,normal ending,True
24134,48269,2004-11-17,Friendly,France,0,Poland,0,Draw,normal ending,True
24135,48270,2004-11-17,Friendly,Poland,0,France,0,Draw,normal ending,True
24138,48277,2004-11-17,Friendly,Germany,3,Cameroon,0,Win,normal ending,True
24139,48278,2004-11-17,Friendly,Cameroon,0,Germany,3,Loss,normal ending,True
24160,48321,2004-11-17,Friendly,Spain,1,England,0,Win,normal ending,True
24161,48322,2004-11-17,Friendly,England,0,Spain,1,Loss,normal ending,True
24178,48357,2004-12-16,Friendly,Japan,0,Germany,3,Loss,normal ending,True
24179,48358,2004-12-16,Friendly,Germany,3,Japan,0,Win,normal ending,True
24186,48373,2004-12-19,Friendly,South Korea,3,Germany,1,Win,normal ending,True
24187,48374,2004-12-19,Friendly,Germany,1,South Korea,3,Loss,normal ending,True
24228,48457,2005-02-09,Friendly,Cameroon,1,Senegal,0,Win,normal ending,False
24229,48458,2005-02-09,Friendly,Senegal,0,Cameroon,1,Loss,normal ending,False
24232,48465,2005-02-09,FIFA World Cup qualification,Costa Rica,1,Mexico,2,Loss,normal ending,True
24233,48466,2005-02-09,FIFA World Cup qualification,Mexico,2,Costa Rica,1,Win,normal ending,True
24236,48473,2005-02-09,Friendly,England,0,Netherlands,0,Draw,normal ending,True
24237,48474,2005-02-09,Friendly,Netherlands,0,England,0,Draw,normal ending,True
24240,48481,2005-02-09,Friendly,Germany,2,Argentina,2,Draw,normal ending,True
24241,48482,2005-02-09,Friendly,Argentina,2,Germany,2,Draw,normal ending,True
24272,48545,2005-02-16,Friendly,Costa Rica,1,Ecuador,2,Loss,normal ending,True
24273,48546,2005-02-16,Friendly,Ecuador,2,Costa Rica,1,Win,normal ending,True
24284,48569,2005-03-09,Friendly,Mexico,1,Argentina,1,Draw,normal ending,False
24285,48570,2005-03-09,Friendly,Argentina,1,Mexico,1,Draw,normal ending,False
24298,48597,2005-03-25,FIFA World Cup qualification,Iran,2,Japan,1,Win,normal ending,True
24299,48598,2005-03-25,FIFA World Cup qualification,Japan,1,Iran,2,Loss,normal ending,True
24300,48601,2005-03-25,FIFA World Cup qualification,Saudi Arabia,2,South Korea,0,Win,normal ending,True
24301,48602,2005-03-25,FIFA World Cup qualification,South Korea,0,Saudi Arabia,2,Loss,normal ending,True
24318,48637,2005-03-26,FIFA World Cup qualification,France,0,Switzerland,0,Draw,normal ending,True
24319,48638,2005-03-26,FIFA World Cup qualification,Switzerland,0,France,0,Draw,normal ending,True
24324,48649,2005-03-26,Friendly,Portugal,4,Canada,1,Win,normal ending,True
24325,48650,2005-03-26,Friendly,Canada,1,Portugal,4,Loss,normal ending,True
24346,48693,2005-03-27,FIFA World Cup qualification,Mexico,2,United States,1,Win,normal ending,True
24347,48694,2005-03-27,FIFA World Cup qualification,United States,1,Mexico,2,Loss,normal ending,True
24378,48757,2005-03-30,FIFA World Cup qualification,Serbia,0,Spain,0,Draw,normal ending,False
24379,48758,2005-03-30,FIFA World Cup qualification,Spain,0,Serbia,0,Draw,normal ending,False
24388,48777,2005-03-30,FIFA World Cup qualification,Uruguay,1,Brazil,1,Draw,normal ending,True
24389,48778,2005-03-30,FIFA World Cup qualification,Brazil,1,Uruguay,1,Draw,normal ending,True
24394,48789,2005-04-27,Friendly,Mexico,1,Poland,1,Draw,normal ending,False
24395,48790,2005-04-27,Friendly,Poland,1,Mexico,1,Draw,normal ending,False
24408,48817,2005-05-28,Friendly,United States,1,England,2,Loss,normal ending,True
24409,48818,2005-05-28,Friendly,England,2,United States,1,Win,normal ending,True
24436,48873,2005-06-04,FIFA World Cup qualification,Ecuador,2,Argentina,0,Win,normal ending,True
24437,48874,2005-06-04,FIFA World Cup qualification,Argentina,0,Ecuador,2,Loss,normal ending,True
24450,48901,2005-06-04,FIFA World Cup qualification,Serbia,0,Belgium,0,Draw,normal ending,False
24451,48902,2005-06-04,FIFA World Cup qualification,Belgium,0,Serbia,0,Draw,normal ending,False
24454,48909,2005-06-04,FIFA World Cup qualification,United States,3,Costa Rica,0,Win,normal ending,True
24455,48910,2005-06-04,FIFA World Cup qualification,Costa Rica,0,United States,3,Loss,normal ending,True
24466,48933,2005-06-08,FIFA World Cup qualification,Argentina,3,Brazil,1,Win,normal ending,True
24467,48934,2005-06-08,FIFA World Cup qualification,Brazil,1,Argentina,3,Loss,normal ending,True
24502,49005,2005-06-15,Confederations Cup,Argentina,2,Tunisia,1,Win,normal ending,False
24503,49006,2005-06-15,Confederations Cup,Tunisia,1,Argentina,2,Loss,normal ending,False
24504,49009,2005-06-15,Confederations Cup,Germany,4,Australia,3,Win,normal ending,True
24505,49010,2005-06-15,Confederations Cup,Australia,3,Germany,4,Loss,normal ending,True
24508,49017,2005-06-16,Confederations Cup,Japan,1,Mexico,2,Loss,normal ending,False
24509,49018,2005-06-16,Confederations Cup,Mexico,2,Japan,1,Win,normal ending,False
24510,49021,2005-06-18,Confederations Cup,Australia,2,Argentina,4,Loss,normal ending,False
24511,49022,2005-06-18,Confederations Cup,Argentina,4,Australia,2,Win,normal ending,False
24512,49025,2005-06-18,Confederations Cup,Germany,3,Tunisia,0,Win,normal ending,True
24513,49026,2005-06-18,Confederations Cup,Tunisia,0,Germany,3,Loss,normal ending,True
24526,49053,2005-06-19,Confederations Cup,Mexico,1,Brazil,0,Win,normal ending,False
24527,49054,2005-06-19,Confederations Cup,Brazil,0,Mexico,1,Loss,normal ending,False
24528,49057,2005-06-21,Confederations Cup,Australia,0,Tunisia,2,Loss,normal ending,False
24529,49058,2005-06-21,Confederations Cup,Tunisia,2,Australia,0,Win,normal ending,False
24530,49061,2005-06-21,Confederations Cup,Germany,2,Argentina,2,Draw,normal ending,True
24531,49062,2005-06-21,Confederations Cup,Argentina,2,Germany,2,Draw,normal ending,True
24536,49073,2005-06-22,Confederations Cup,Japan,2,Brazil,2,Draw,normal ending,False
24537,49074,2005-06-22,Confederations Cup,Brazil,2,Japan,2,Draw,normal ending,False
24538,49077,2005-06-25,Confederations Cup,Germany,2,Brazil,3,Loss,normal ending,True
24539,49078,2005-06-25,Confederations Cup,Brazil,3,Germany,2,Win,normal ending,True
24540,49081,2005-06-26,Confederations Cup,Mexico,1,Argentina,1,Loss,penalties,False
24541,49082,2005-06-26,Confederations Cup,Argentina,1,Mexico,1,Win,penalties,False
24542,49085,2005-06-29,Confederations Cup,Brazil,4,Argentina,1,Win,normal ending,False
24543,49086,2005-06-29,Confederations Cup,Argentina,1,Brazil,4,Loss,normal ending,False
24544,49089,2005-06-29,Confederations Cup,Germany,4,Mexico,3,Win,normal ending,True
24545,49090,2005-06-29,Confederations Cup,Mexico,3,Germany,4,Loss,normal ending,True
24548,49097,2005-07-07,Gold Cup,Canada,0,Costa Rica,1,Loss,normal ending,False
24549,49098,2005-07-07,Gold Cup,Costa Rica,1,Canada,0,Win,normal ending,False
24556,49113,2005-07-09,Gold Cup,United States,2,Canada,0,Win,normal ending,True
24557,49114,2005-07-09,Gold Cup,Canada,0,United States,2,Loss,normal ending,True
24562,49125,2005-07-12,Gold Cup,United States,0,Costa Rica,0,Draw,normal ending,True
24563,49126,2005-07-12,Gold Cup,Costa Rica,0,United States,0,Draw,normal ending,True
24584,49169,2005-08-07,EAFF Championship,South Korea,0,Japan,1,Loss,normal ending,True
24585,49170,2005-08-07,EAFF Championship,Japan,1,South Korea,0,Win,normal ending,True
24588,49177,2005-08-15,Friendly,Poland,3,Serbia,2,Win,normal ending,False
24589,49178,2005-08-15,Friendly,Serbia,2,Poland,3,Loss,normal ending,False
24592,49185,2005-08-17,Friendly,Croatia,1,Brazil,1,Draw,normal ending,True
24593,49186,2005-08-17,Friendly,Brazil,1,Croatia,1,Draw,normal ending,True
24594,49189,2005-08-17,Friendly,Denmark,4,England,1,Win,normal ending,True
24595,49190,2005-08-17,Friendly,England,1,Denmark,4,Loss,normal ending,True
24602,49205,2005-08-17,FIFA World Cup qualification,Japan,2,Iran,1,Win,normal ending,True
24603,49206,2005-08-17,FIFA World Cup qualification,Iran,1,Japan,2,Loss,normal ending,True
24604,49209,2005-08-17,FIFA World Cup qualification,South Korea,0,Saudi Arabia,1,Loss,normal ending,True
24605,49210,2005-08-17,FIFA World Cup qualification,Saudi Arabia,1,South Korea,0,Win,normal ending,True
24606,49213,2005-08-17,FIFA World Cup qualification,Mexico,2,Costa Rica,0,Win,normal ending,True
24607,49214,2005-08-17,FIFA World Cup qualification,Costa Rica,0,Mexico,2,Loss,normal ending,True
24610,49221,2005-08-17,Friendly,Netherlands,2,Germany,2,Draw,normal ending,True
24611,49222,2005-08-17,Friendly,Germany,2,Netherlands,2,Draw,normal ending,True
24618,49237,2005-08-17,Friendly,Senegal,0,Ghana,0,Draw,normal ending,False
24619,49238,2005-08-17,Friendly,Ghana,0,Senegal,0,Draw,normal ending,False
24620,49241,2005-08-17,Friendly,Spain,2,Uruguay,0,Win,normal ending,True
24621,49242,2005-08-17,Friendly,Uruguay,0,Spain,2,Loss,normal ending,True
24660,49321,2005-09-03,Friendly,Spain,2,Canada,1,Win,normal ending,True
24661,49322,2005-09-03,Friendly,Canada,1,Spain,2,Loss,normal ending,True
24666,49333,2005-09-03,FIFA World Cup qualification,United States,2,Mexico,0,Win,normal ending,True
24667,49334,2005-09-03,FIFA World Cup qualification,Mexico,0,United States,2,Loss,normal ending,True
24668,49337,2005-09-03,FIFA World Cup qualification,Wales,0,England,1,Loss,normal ending,True
24669,49338,2005-09-03,FIFA World Cup qualification,England,1,Wales,0,Win,normal ending,True
24706,49413,2005-09-07,FIFA World Cup qualification,Poland,1,Wales,0,Win,normal ending,True
24707,49414,2005-09-07,FIFA World Cup qualification,Wales,0,Poland,1,Loss,normal ending,True
24710,49421,2005-09-07,FIFA World Cup qualification,Spain,1,Serbia,1,Draw,normal ending,True
24711,49422,2005-09-07,FIFA World Cup qualification,Serbia,1,Spain,1,Draw,normal ending,True
24714,49429,2005-10-08,FIFA World Cup qualification,Belgium,0,Spain,2,Loss,normal ending,True
24715,49430,2005-10-08,FIFA World Cup qualification,Spain,2,Belgium,0,Win,normal ending,True
24720,49441,2005-10-08,FIFA World Cup qualification,Costa Rica,3,United States,0,Win,normal ending,True
24721,49442,2005-10-08,FIFA World Cup qualification,United States,0,Costa Rica,3,Loss,normal ending,True
24728,49457,2005-10-08,FIFA World Cup qualification,Ecuador,0,Uruguay,0,Draw,normal ending,True
24729,49458,2005-10-08,FIFA World Cup qualification,Uruguay,0,Ecuador,0,Draw,normal ending,True
24744,49489,2005-10-08,FIFA World Cup qualification,Switzerland,1,France,1,Draw,normal ending,True
24745,49490,2005-10-08,FIFA World Cup qualification,France,1,Switzerland,1,Draw,normal ending,True
